Acc. Filename,Er-v-2p-1,Er-v-2p-2,Er_max,PGV,PEAK_PULSE,Tp,Number of pulses
RSN6890_DARFIELD_CMHSN10E.AT2,4.416371e-01,2.093110e-01,4.416371e-01,6.509481e-01,5.039491e+01,3.897833e+01,2.875000e+00,1
RSN6893_DARFIELD_DFHSS17E.AT2,2.881664e-01,1.153928e-01,2.881664e-01,4.035591e-01,3.998956e+01,0,4.645000e+00,0
RSN6897_DARFIELD_DSLCN27W.AT2,5.586561e-01,1.158171e-01,5.586561e-01,6.744732e-01,3.940710e+01,3.221452e+01,7.685000e+00,1
RSN6897_DARFIELD_DSLCN63E.AT2,6.078046e-01,2.183462e-01,6.078046e-01,8.261508e-01,6.728227e+01,5.691238e+01,7.680000e+00,1
RSN6906_DARFIELD_GDLCN55W.AT2,4.821975e-01,2.185952e-01,4.821975e-01,7.007927e-01,1.161239e+02,1.123862e+02,2.975000e+00,1
RSN6906_DARFIELD_GDLCS35W.AT2,4.487915e-01,1.041610e-01,4.487915e-01,5.529525e-01,1.003423e+02,8.504264e+01,2.960000e+00,1
RSN6906_DARFIELD_GDLCUP.AT2,3.425464e-01,2.980141e-02,3.425464e-01,3.723478e-01,3.837895e+01,2.654837e+01,2.925000e+00,1
RSN6911_DARFIELD_HORCN18E.AT2,4.223074e-01,2.436287e-01,4.223074e-01,6.659361e-01,1.059824e+02,1.042604e+02,1.970000e+00,1
RSN6911_DARFIELD_HORCS72E.AT2,4.929776e-01,1.224425e-01,4.929776e-01,6.154201e-01,6.986008e+01,5.364807e+01,2.710000e+00,1
RSN6911_DARFIELD_HORCUP.AT2,3.612143e-01,2.641048e-01,3.612143e-01,6.253191e-01,6.147840e+01,5.498472e+01,4.010000e+00,2
RSN6915_DARFIELD_HVSCS26W.AT2,4.142199e-01,8.090010e-02,4.142199e-01,4.951200e-01,4.235685e+01,2.731549e+01,3.255000e+00,1
RSN6927_DARFIELD_LINCN23E.AT2,7.458072e-01,9.165813e-02,7.458072e-01,8.374653e-01,1.088064e+02,8.314005e+01,5.755000e+00,1
RSN6927_DARFIELD_LINCN67W.AT2,2.519384e-01,1.587045e-01,2.519384e-01,4.106430e-01,5.695428e+01,0,2.200000e+00,0
RSN6927_DARFIELD_LINCUP.AT2,6.479062e-01,8.652140e-02,6.479062e-01,7.344276e-01,7.760430e+01,6.513125e+01,3.165000e+00,1
RSN6928_DARFIELD_LPCCS10E.AT2,7.058738e-01,2.258764e-02,7.058738e-01,7.284614e-01,3.030532e+01,2.048224e+01,8.615000e+00,1
RSN692_WHITTIER.A_A-EJS048.AT2,6.437126e-01,1.131216e-01,6.437126e-01,7.568342e-01,3.442019e+01,3.517113e+01,7.700000e-01,1
RSN692_WHITTIER.A_A-EJS318.AT2,3.663294e-01,2.343945e-01,3.663294e-01,6.007239e-01,3.158439e+01,2.691194e+01,7.650000e-01,2
RSN6942_DARFIELD_NNBSS13E.AT2,5.677688e-01,1.073914e-01,5.677688e-01,6.751602e-01,5.652119e+01,4.517138e+01,7.945000e+00,1
RSN6952_DARFIELD_PPHSS33W.AT2,2.181960e-01,1.698518e-01,2.181960e-01,3.880477e-01,5.127801e+01,0,3.230000e+00,0
RSN6952_DARFIELD_PPHSS57E.AT2,3.580735e-01,8.617579e-02,3.580735e-01,4.442493e-01,7.805212e+01,5.149358e+01,6.700000e+00,1
RSN6953_DARFIELD_PRPCS.AT2,4.910100e-01,1.411559e-01,4.910100e-01,6.321658e-01,5.624044e+01,5.621464e+01,3.915000e+00,1
RSN6959_DARFIELD_REHSN02E.AT2,4.100059e-01,1.561684e-01,4.100059e-01,5.661743e-01,6.217944e+01,5.599858e+01,3.720000e+00,1
RSN6960_DARFIELD_RHSCN86W.AT2,2.869189e-01,1.703481e-01,2.869189e-01,4.572670e-01,3.054701e+01,0,5.585000e+00,0
RSN6960_DARFIELD_RHSCS04W.AT2,3.390051e-01,3.478766e-01,3.478766e-01,6.868817e-01,6.272235e+01,5.987178e+01,7.485000e+00,2
RSN6962_DARFIELD_ROLCS29E.AT2,8.138695e-01,9.343683e-02,8.138695e-01,9.073063e-01,8.575429e+01,7.881003e+01,6.655000e+00,1
RSN6962_DARFIELD_ROLCS61W.AT2,2.737500e-01,2.607713e-01,2.737500e-01,5.345213e-01,5.701874e+01,0,1.710000e+00,0
RSN6966_DARFIELD_SHLCS40W.AT2,3.341390e-01,6.037824e-02,3.341390e-01,3.945173e-01,3.760231e+01,2.411869e+01,8.095000e+00,1
RSN6966_DARFIELD_SHLCS50E.AT2,3.821025e-01,3.010502e-01,3.821025e-01,6.831527e-01,5.783723e+01,5.622513e+01,3.905000e+00,2
RSN6969_DARFIELD_SMTCN88W.AT2,3.077308e-01,1.329193e-01,3.077308e-01,4.406501e-01,3.869440e+01,0,6.545000e+00,0
RSN6969_DARFIELD_SMTCS02W.AT2,2.376394e-01,9.907288e-02,2.376394e-01,3.367123e-01,6.016216e+01,0,4.085000e+00,0
RSN6975_DARFIELD_TPLCN27W.AT2,3.582503e-01,2.667605e-01,3.582503e-01,6.250108e-01,7.633307e+01,7.123648e+01,7.305000e+00,2
RSN6975_DARFIELD_TPLCS63W.AT2,5.004100e-01,1.887956e-01,5.004100e-01,6.892056e-01,4.581093e+01,4.039703e+01,6.610000e+00,1
RSN6_IMPVALL.I_I-ELC180.AT2,2.339319e-01,1.771049e-01,2.339319e-01,4.110368e-01,3.103160e+01,0,1.840000e+00,0
RSN6_IMPVALL.I_I-ELC270.AT2,1.214735e-01,2.567573e-01,2.567573e-01,3.782308e-01,3.136225e+01,0,3.830000e+00,0
RSN721_SUPER.B_B-ICC000.AT2,1.867099e-01,7.292532e-02,1.867099e-01,2.596352e-01,4.807517e+01,0,1.065000e+00,0
RSN721_SUPER.B_B-ICC090.AT2,2.453893e-01,1.563927e-01,2.453893e-01,4.017821e-01,4.180269e+01,0,2.430000e+00,0
RSN728_SUPER.B_B-WSM180.AT2,1.255540e-01,2.374245e-01,2.374245e-01,3.629785e-01,3.233675e+01,0,2.880000e+00,0
RSN729_SUPER.B_B-IVW090.AT2,2.510963e-01,2.972048e-01,2.972048e-01,5.483011e-01,3.167030e+01,0,4.285000e+00,0
RSN729_SUPER.B_B-IVW360.AT2,1.216948e-01,1.361307e-01,1.361307e-01,2.578255e-01,3.621329e+01,0,3.085000e+00,0
RSN737_LOMAP_AGW000.AT2,4.434304e-01,1.718317e-01,4.434304e-01,6.152621e-01,3.352112e+01,2.711962e+01,6.850000e+00,1
RSN741_LOMAP_BRN000.AT2,2.385441e-01,9.331926e-02,2.385441e-01,3.318634e-01,5.140665e+01,0,8.900000e-01,0
RSN741_LOMAP_BRN090.AT2,2.259387e-01,1.960805e-01,2.259387e-01,4.220192e-01,4.451539e+01,0,5.950000e-01,0
RSN752_LOMAP_CAP000.AT2,2.232791e-01,1.068804e-01,2.232791e-01,3.301595e-01,3.803566e+01,0,1.110000e+00,0
RSN753_LOMAP_CLS000.AT2,1.768684e-01,9.644243e-02,1.768684e-01,2.733109e-01,5.599291e+01,0,8.600000e-01,0
RSN753_LOMAP_CLS090.AT2,2.663508e-01,1.684040e-01,2.663508e-01,4.347548e-01,4.757851e+01,0,7.100000e-01,0
RSN755_LOMAP_CYC285.AT2,2.594313e-01,2.135444e-01,2.594313e-01,4.729757e-01,4.057139e+01,0,6.550000e-01,0
RSN763_LOMAP_GIL067.AT2,5.037387e-01,8.433971e-02,5.037387e-01,5.880784e-01,3.109525e+01,2.693279e+01,1.195000e+00,1
RSN764_LOMAP_GOF160.AT2,6.689708e-01,6.181652e-02,6.689708e-01,7.307873e-01,4.339768e+01,4.119796e+01,1.365000e+00,1
RSN765_LOMAP_G01000.AT2,2.946623e-01,2.366050e-01,2.946623e-01,5.312672e-01,3.367076e+01,0,4.050000e-01,0
RSN765_LOMAP_G01090.AT2,4.046374e-01,1.541953e-01,4.046374e-01,5.588327e-01,3.253184e+01,2.732458e+01,1.245000e+00,1
RSN766_LOMAP_G02000.AT2,3.124172e-01,1.923281e-01,3.124172e-01,5.047453e-01,3.476831e+01,0,1.385000e+00,0
RSN766_LOMAP_G02090.AT2,5.188895e-01,2.288528e-01,5.188895e-01,7.477424e-01,4.040764e+01,4.101632e+01,1.750000e+00,1
RSN767_LOMAP_G03000.AT2,1.263869e-01,1.323967e-01,1.323967e-01,2.587835e-01,3.632584e+01,0,2.755000e+00,0
RSN767_LOMAP_G03090.AT2,6.307735e-01,7.391881e-02,6.307735e-01,7.046923e-01,4.543799e+01,4.182093e+01,2.405000e+00,1
RSN768_LOMAP_G04000.AT2,1.946242e-01,1.695471e-01,1.946242e-01,3.641712e-01,4.016634e+01,0,1.525000e+00,0
RSN768_LOMAP_G04090.AT2,3.195065e-01,1.658397e-01,3.195065e-01,4.853462e-01,3.886499e+01,0,1.505000e+00,0
RSN776_LOMAP_HSP000.AT2,2.844715e-01,6.529692e-02,2.844715e-01,3.497685e-01,6.300082e+01,0,2.585000e+00,0
RSN776_LOMAP_HSP090.AT2,3.134432e-01,1.096162e-01,3.134432e-01,4.230594e-01,3.090817e+01,0,5.065000e+00,0
RSN777_LOMAP_HCH090.AT2,1.087027e-01,3.159049e-01,3.159049e-01,4.246076e-01,3.891103e+01,0,5.470000e+00,0
RSN777_LOMAP_HCH180.AT2,3.142418e-01,1.142998e-01,3.142418e-01,4.285416e-01,4.552745e+01,0,2.550000e+00,0
RSN778_LOMAP_HDA165.AT2,4.102589e-01,2.153427e-01,4.102589e-01,6.256016e-01,4.426474e+01,3.533904e+01,2.395000e+00,1
RSN778_LOMAP_HDA255.AT2,9.760995e-02,1.575040e-01,1.575040e-01,2.551139e-01,3.581144e+01,0,2.065000e+00,0
RSN779_LOMAP_LGP-UP.AT2,5.315415e-01,1.091344e-01,5.315415e-01,6.406759e-01,5.600364e+01,3.019904e+01,4.030000e+00,1
RSN779_LOMAP_LGP000.AT2,4.787103e-01,2.016887e-01,4.787103e-01,6.803990e-01,9.618774e+01,9.036938e+01,2.610000e+00,1
RSN779_LOMAP_LGP090.AT2,2.276314e-01,1.621719e-01,2.276314e-01,3.898033e-01,5.161183e+01,0,7.050000e-01,0
RSN77_SFERN_PUL164.AT2,4.471504e-01,2.714340e-01,4.471504e-01,7.185844e-01,1.145026e+02,1.062087e+02,1.290000e+00,1
RSN77_SFERN_PUL254.AT2,1.797511e-01,3.585035e-01,3.585035e-01,5.382546e-01,5.743199e+01,4.625010e+01,1.710000e+00,1
RSN77_SFERN_PULDWN.AT2,4.988895e-01,2.572336e-01,4.988895e-01,7.561230e-01,5.939665e+01,4.553244e+01,3.210000e+00,1
RSN802_LOMAP_STG000.AT2,3.545959e-01,1.057371e-01,3.545959e-01,4.603329e-01,4.159190e+01,3.770632e+01,1.400000e+00,1
RSN802_LOMAP_STG090.AT2,6.500822e-01,1.574400e-01,6.500822e-01,8.075222e-01,4.598372e+01,3.522738e+01,6.120000e+00,1
RSN8063_CCHURCH_CBGSN89W.AT2,1.731555e-01,2.522243e-01,2.522243e-01,4.253799e-01,5.663675e+01,0,2.915000e+00,0
RSN8063_CCHURCH_CBGSS01W.AT2,2.865888e-01,9.194872e-02,2.865888e-01,3.785375e-01,4.680171e+01,0,2.600000e+00,0
RSN8064_CCHURCH_CCCCN26W.AT2,1.652212e-01,1.782778e-01,1.782778e-01,3.434990e-01,5.450625e+01,0,1.240000e+00,0
RSN8064_CCHURCH_CCCCN64E.AT2,3.697753e-01,8.681141e-02,3.697753e-01,4.565867e-01,6.825920e+01,6.870566e+01,1.540000e+00,1
RSN8066_CCHURCH_CHHCN01W.AT2,3.583324e-01,1.055230e-01,3.583324e-01,4.638554e-01,5.744018e+01,4.079477e+01,3.070000e+00,1
RSN8066_CCHURCH_CHHCS89W.AT2,2.054549e-01,2.578210e-01,2.578210e-01,4.632759e-01,6.126477e+01,0,3.075000e+00,0
RSN8067_CCHURCH_CMHSN10E.AT2,5.024410e-01,2.900646e-01,5.024410e-01,7.925056e-01,4.753387e+01,4.794275e+01,1.275000e+00,1
RSN8067_CCHURCH_CMHSS80E.AT2,3.090915e-01,3.705508e-01,3.705508e-01,6.796423e-01,4.051544e+01,4.018672e+01,1.460000e+00,2
RSN806_LOMAP_SVL270.AT2,3.437440e-01,9.667957e-02,3.437440e-01,4.404235e-01,3.869948e+01,3.781908e+01,2.955000e+00,1
RSN806_LOMAP_SVL360.AT2,3.406127e-01,1.137161e-01,3.406127e-01,4.543288e-01,3.702686e+01,3.613777e+01,3.130000e+00,1
RSN8090_CCHURCH_HPSCS86W.AT2,6.657066e-01,8.863586e-02,6.657066e-01,7.543424e-01,4.915391e+01,4.933036e+01,5.460000e+00,1
RSN8090_CCHURCH_HPSCUP.AT2,2.680992e-01,1.122857e-01,2.680992e-01,3.803849e-01,3.536524e+01,0,2.130000e+00,0
RSN8118_CCHURCH_PPHSS33W.AT2,2.051337e-01,1.020617e-01,2.051337e-01,3.071954e-01,3.761912e+01,0,2.020000e+00,0
RSN8118_CCHURCH_PPHSS57E.AT2,3.926916e-01,2.586451e-01,3.926916e-01,6.513367e-01,4.874747e+01,3.964856e+01,3.220000e+00,1
RSN8119_CCHURCH_PRPCS.AT2,5.703440e-01,1.484302e-01,5.703440e-01,7.187742e-01,8.130970e+01,6.124951e+01,3.730000e+00,1
RSN8119_CCHURCH_PRPCUP.AT2,1.527012e-01,2.464136e-01,2.464136e-01,3.991147e-01,5.075643e+01,0,2.505000e+00,0
RSN8119_CCHURCH_PRPCW.AT2,7.106100e-01,4.400687e-02,7.106100e-01,7.546169e-01,9.665729e+01,7.524616e+01,4.665000e+00,1
RSN811_LOMAP_WAH090.AT2,2.316640e-01,1.450307e-01,2.316640e-01,3.766947e-01,3.816237e+01,0,1.005000e+00,0
RSN8123_CCHURCH_REHSN02E.AT2,2.170868e-01,9.775022e-02,2.170868e-01,3.148370e-01,4.825562e+01,0,1.350000e+00,0
RSN8123_CCHURCH_REHSS88E.AT2,4.117878e-01,2.592867e-01,4.117878e-01,6.710745e-01,8.657242e+01,8.636247e+01,1.345000e+00,1
RSN8124_CCHURCH_RHSCN86W.AT2,5.510296e-01,9.924181e-02,5.510296e-01,6.502714e-01,3.353151e+01,2.914433e+01,3.820000e+00,1
RSN8130_CCHURCH_SHLCS40W.AT2,1.809654e-01,1.986790e-01,1.986790e-01,3.796444e-01,7.485883e+01,0,1.285000e+00,0
RSN8130_CCHURCH_SHLCS50E.AT2,6.009843e-01,4.385749e-02,6.009843e-01,6.448418e-01,7.537373e+01,7.430549e+01,3.020000e+00,1
RSN8134_CCHURCH_SMTCN88W.AT2,3.724650e-01,1.513647e-01,3.724650e-01,5.238297e-01,3.559025e+01,3.535891e+01,1.335000e+00,1
RSN8157_CCHURCH_HVSCS26W.AT2,3.441312e-01,2.383786e-01,3.441312e-01,5.825098e-01,1.009265e+02,8.454024e+01,9.200000e-01,2
RSN8157_CCHURCH_HVSCS64E.AT2,1.899849e-01,1.487170e-01,1.899849e-01,3.387020e-01,6.124089e+01,0,4.950000e-01,0
RSN8157_CCHURCH_HVSCUP.AT2,5.041667e-01,3.371522e-02,5.041667e-01,5.378819e-01,4.035816e+01,2.097187e+01,4.775000e+00,1
RSN8158_CCHURCH_LPCCN10W.AT2,4.658073e-01,1.329304e-01,4.658073e-01,5.987377e-01,4.033197e+01,2.321131e+01,3.870000e+00,1
RSN8158_CCHURCH_LPCCS80W.AT2,2.949381e-01,5.503281e-02,2.949381e-01,3.499709e-01,4.153094e+01,0,1.385000e+00,0
RSN8161_SIERRA.MEX_E12090.AT2,3.603435e-01,3.046409e-01,3.603435e-01,6.649844e-01,7.016215e+01,6.005687e+01,6.725000e+00,2
RSN8161_SIERRA.MEX_E12360.AT2,4.023199e-01,1.196915e-01,4.023199e-01,5.220114e-01,7.261239e+01,5.090822e+01,7.445000e+00,1
RSN8164_DUZCE_487-NS.AT2,4.751212e-01,3.938862e-02,4.751212e-01,5.145098e-01,3.894981e+01,1.733841e+01,8.220000e+00,1
RSN8165_DUZCE_496-EW.AT2,1.120457e-01,1.290883e-01,1.290883e-01,2.411340e-01,3.967606e+01,0,1.896000e+00,0
RSN8165_DUZCE_496-NS.AT2,5.559053e-02,1.362707e-01,1.362707e-01,1.918613e-01,4.025744e+01,0,9.200000e+00,0
RSN821_ERZINCAN_ERZ-EW.AT2,3.404926e-01,3.899569e-01,3.899569e-01,7.304495e-01,7.818690e+01,7.517372e+01,1.665000e+00,2
RSN821_ERZINCAN_ERZ-NS.AT2,7.936292e-01,2.600674e-02,7.936292e-01,8.196359e-01,1.071626e+02,9.774428e+01,2.100000e+00,1
RSN825_CAPEMEND_CPM-UP.AT2,8.332140e-01,8.947437e-02,8.332140e-01,9.226883e-01,5.891219e+01,5.471789e+01,5.160000e+00,1
RSN825_CAPEMEND_CPM000.AT2,6.176110e-01,8.033246e-02,6.176110e-01,6.979435e-01,1.226311e+02,5.919222e+01,3.720000e+00,1
RSN825_CAPEMEND_CPM090.AT2,4.684294e-01,1.506755e-01,4.684294e-01,6.191049e-01,4.249139e+01,3.782240e+01,2.400000e+00,1
RSN828_CAPEMEND_PET000.AT2,2.671985e-01,1.375886e-01,2.671985e-01,4.047870e-01,4.955514e+01,0,7.200000e-01,0
RSN828_CAPEMEND_PET090.AT2,5.657633e-01,2.522353e-01,5.657633e-01,8.179986e-01,8.897608e+01,8.668174e+01,2.340000e+00,1
RSN848_LANDERS_CLW-TR.AT2,1.850299e-01,1.090649e-01,1.850299e-01,2.940948e-01,4.342895e+01,0,1.220700e+00,0
RSN8606_SIERRA.MEX_CIWESHNE.AT2,4.068728e-01,1.513266e-01,4.068728e-01,5.581994e-01,5.205641e+01,5.286717e+01,6.680000e+00,1
RSN8606_SIERRA.MEX_CIWESHNN.AT2,5.081833e-01,2.613942e-02,5.081833e-01,5.343227e-01,5.531404e+01,4.591241e+01,6.020000e+00,1
RSN864_LANDERS_JOS090.AT2,1.470333e-01,1.464731e-01,1.470333e-01,2.935064e-01,4.295780e+01,0,1.660000e+00,0
RSN879_LANDERS_LCN-UP.AT2,4.833622e-01,2.302487e-01,4.833622e-01,7.136109e-01,4.108998e+01,2.316074e+01,4.860000e+00,1
RSN879_LANDERS_LCN260.AT2,6.601762e-01,7.375431e-02,6.601762e-01,7.339305e-01,1.336066e+02,7.461330e+01,9.795000e+00,1
RSN900_LANDERS_YER270.AT2,5.527342e-01,9.297589e-02,5.527342e-01,6.457101e-01,5.118156e+01,3.634218e+01,7.440000e+00,1
RSN901_BIGBEAR_BLC360.AT2,2.563568e-01,1.292621e-01,2.563568e-01,3.856189e-01,3.466938e+01,0,4.700000e-01,0
RSN949_NORTHR_ARL090.AT2,2.567880e-01,5.024254e-02,2.567880e-01,3.070306e-01,4.136655e+01,0,9.800000e-01,0
RSN952_NORTHR_MU2125.AT2,2.363248e-01,5.719680e-02,2.363248e-01,2.935216e-01,3.145145e+01,0,5.700000e-01,0
RSN953_NORTHR_MUL009.AT2,4.788400e-01,8.261503e-02,4.788400e-01,5.614550e-01,5.931733e+01,5.939218e+01,1.240000e+00,1
RSN953_NORTHR_MUL279.AT2,4.443190e-01,1.077662e-01,4.443190e-01,5.520851e-01,6.683239e+01,6.566716e+01,1.200000e+00,1
RSN959_NORTHR_CNP106.AT2,2.285882e-01,1.069610e-01,2.285882e-01,3.355492e-01,3.382476e+01,0,2.240000e+00,0
RSN959_NORTHR_CNP196.AT2,2.735875e-01,3.288560e-01,3.288560e-01,6.024435e-01,6.342272e+01,5.854270e+01,1.820000e+00,2
RSN95_MANAGUA_A-ESO180.AT2,3.107052e-01,7.438530e-02,3.107052e-01,3.850905e-01,3.074873e+01,0,8.700000e-01,0
RSN960_NORTHR_LOS000.AT2,3.306521e-01,1.236085e-01,3.306521e-01,4.542606e-01,4.440154e+01,2.931874e+01,1.950000e+00,1
RSN960_NORTHR_LOS270.AT2,3.885571e-01,1.714723e-01,3.885571e-01,5.600294e-01,4.164228e+01,3.430339e+01,1.500000e+00,1
RSN963_NORTHR_ORR090.AT2,3.009725e-01,1.861555e-01,3.009725e-01,4.871280e-01,5.233748e+01,0,1.500000e+00,0
RSN963_NORTHR_ORR360.AT2,2.046654e-01,2.446945e-01,2.446945e-01,4.493599e-01,5.239339e+01,0,1.820000e+00,0
RSN982_NORTHR_JEN-UP.AT2,4.625485e-01,8.027610e-02,4.625485e-01,5.428246e-01,3.125710e+01,2.796122e+01,1.695000e+00,1
RSN982_NORTHR_JEN022.AT2,6.359547e-01,1.968094e-01,6.359547e-01,8.327641e-01,1.114808e+02,9.911015e+01,3.115000e+00,1
RSN982_NORTHR_JEN292.AT2,4.823422e-01,1.983948e-01,4.823422e-01,6.807370e-01,9.736497e+01,9.781045e+01,1.515000e+00,1
RSN983_NORTHR_JGB022.AT2,5.735742e-01,1.853869e-01,5.735742e-01,7.589611e-01,7.615874e+01,6.725040e+01,4.320000e+00,1
RSN983_NORTHR_JGB292.AT2,1.152777e-01,4.177867e-01,4.177867e-01,5.330644e-01,6.740101e+01,5.729475e+01,1.395000e+00,1
RSN989_NORTHR_CHL160.AT2,4.337250e-01,1.031559e-01,4.337250e-01,5.368809e-01,3.012963e+01,2.937945e+01,9.500000e-01,1
